Date,Debate_Num,House,Debate_ID,Speaker_role,Speaker_MP,Speaker_minister,Speaker_party,Speaker_party_name,Speaker_ID,Speaker_name,Party_status,Party_orientation,size
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Chairperson,MP,notMinister,VVD,Volkspartij voor Vrijheid en Democratie,JanAnthonieBruijn,"Bruijn, Jan Anthonie",Coalition,Centre-right,89
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,MP,notMinister,FvD,Forum voor Democratie,PaulFrentrop,"Frentrop, Paul",Opposition,Far-right,9
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,CDA,Christen-Democratisch Appèl,JoopAtsma,"Atsma, Joop",Coalition,Centre to centre-right,13
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,D66,Democraten 66,GunayUslu,"Uslu, Gunay",Coalition,Centre,50
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,D66,Democraten 66,HenkPijlman,"Pijlman, Henk",Coalition,Centre,8
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,D66,Democraten 66,HenriëttePrast,"Prast, Henriëtte",Coalition,Centre,17
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,FvD,Forum voor Democratie,HenkOtten,"Otten, Henk",Opposition,Far-right,30
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,GL,GroenLinks,GalaVeldhoen,"Veldhoen, Gala",Opposition,Centre-left to left,7
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,PVV,Partij voor de Vrijheid,TonvanKesteren,"van Kesteren, Ton",Opposition,Right to far-right,10
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,PvdA,Partij van de Arbeid,MaryFiers,"Fiers, Mary",Opposition,Centre-left,11
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,SGP,Staatkundig Gereformeerde Partij,PeterSchalk,"Schalk, Peter",Opposition,Right,18
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,SP,Socialistische Partij,RikJanssen,"Janssen, Rik",Opposition,Left,10
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,VVD,Volkspartij voor Vrijheid en Democratie,TanjaKlip-Martin,"Klip-Martin, Tanja",Coalition,Centre-right,3
2022-01-18,8,eerstekamer,2022-01-18-eerstekamer-8,Guest,notMP,notMinister,vanPareren,Fractie van Pareren,AnnabelNanninga,"Nanninga, Annabel",-,Right to far-right,1
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Chairperson,MP,notMinister,D66,Democraten 66,VeraBergkamp,"Bergkamp, Vera",Coalition,Centre,50
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,MP,notMinister,PvdA,Partij van de Arbeid,LiliannePloumen,"Ploumen, Lilianne",Opposition,Centre-left,2
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,MP,notMinister,PvdD,Partij voor de Dieren,EstherOuwehand,"Ouwehand, Esther",Opposition,Left,1
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,50PLUS;Den Haan,50PLUS;Fractie Den Haan,LianedenHaan,"den Haan, Liane",Opposition,Centre,1
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,BBB,Boeren Burger Beweging,CarolinevanderPlas,"van der Plas, Caroline",Opposition,Centre-right,1
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,BIJ1,BIJ1,SylvanaSimons,"Simons, Sylvana",Opposition,Left to far-left,2
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,CDA,Christen-Democratisch Appèl,PieterHeerma,"Heerma, Pieter",Coalition,Centre to centre-right,6
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,CU,ChristenUnie,Gert-JanSegers,"Segers, Gert-Jan",Coalition,Centre-right,5
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,D66,Democraten 66,JanPaternotte,"Paternotte, Jan",Coalition,Centre,5
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,DENK,DENK,FaridAzarkan,"Azarkan, Farid",Opposition,Centre-left,6
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,GL,GroenLinks,JesseKlaver,"Klaver, Jesse",Opposition,Centre-left to left,12
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,JA21,Juiste Antwoord 2021,JoostEerdmans,"Eerdmans, Joost",Opposition,Right to far-right,4
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,Omtzigt,Fractie Omtzigt,PieterOmtzigt,"Omtzigt, Pieter",Opposition,Right,2
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,PVV,Partij voor de Vrijheid,GeertWilders,"Wilders, Geert",Opposition,Right to far-right,63
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,SP,Socialistische Partij,LilianMarijnissen,"Marijnissen, Lilian",Opposition,Left,1
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,VOLT,VOLT,LaurensDassen,"Dassen, Laurens",Opposition,Centre,2
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,VVD,Volkspartij voor Vrijheid en Democratie,SophieHermans,"Hermans, Sophie",Coalition,Centre-right,6
2022-01-18,6,tweedekamer,2022-01-18-tweedekamer-6,Regular,notMP,notMinister,Van Haga,Fractie Van Haga,WybrenvanHaga,"van Haga, Wybren",Opposition,Right,2
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Chairperson,MP,notMinister,D66,Democraten 66,VeraBergkamp,"Bergkamp, Vera",Coalition,Centre,91
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,MP,notMinister,PvdA,Partij van de Arbeid,LiliannePloumen,"Ploumen, Lilianne",Opposition,Centre-left,12
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,MP,notMinister,PvdD,Partij voor de Dieren,EstherOuwehand,"Ouwehand, Esther",Opposition,Left,10
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,50PLUS;Den Haan,50PLUS;Fractie Den Haan,LianedenHaan,"den Haan, Liane",Opposition,Centre,6
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,BBB,Boeren Burger Beweging,CarolinevanderPlas,"van der Plas, Caroline",Opposition,Centre-right,13
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,BIJ1,BIJ1,SylvanaSimons,"Simons, Sylvana",Opposition,Left to far-left,21
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,CDA,Christen-Democratisch Appèl,PieterHeerma,"Heerma, Pieter",Coalition,Centre to centre-right,8
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,CU,ChristenUnie,Gert-JanSegers,"Segers, Gert-Jan",Coalition,Centre-right,14
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,D66,Democraten 66,JanPaternotte,"Paternotte, Jan",Coalition,Centre,21
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,DENK,DENK,FaridAzarkan,"Azarkan, Farid",Opposition,Centre-left,7
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,GL,GroenLinks,JesseKlaver,"Klaver, Jesse",Opposition,Centre-left to left,8
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,JA21,Juiste Antwoord 2021,JoostEerdmans,"Eerdmans, Joost",Opposition,Right to far-right,7
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,Omtzigt,Fractie Omtzigt,PieterOmtzigt,"Omtzigt, Pieter",Opposition,Right,12
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,PVV,Partij voor de Vrijheid,GeertWilders,"Wilders, Geert",Opposition,Right to far-right,10
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,SGP,Staatkundig Gereformeerde Partij,KeesvanderStaaij,"van der Staaij, Kees",Opposition,Right,12
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,SP,Socialistische Partij,LilianMarijnissen,"Marijnissen, Lilian",Opposition,Left,16
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,VOLT,VOLT,LaurensDassen,"Dassen, Laurens",Opposition,Centre,9
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,VVD,Volkspartij voor Vrijheid en Democratie,SophieHermans,"Hermans, Sophie",Coalition,Centre-right,97
2022-01-18,9,tweedekamer,2022-01-18-tweedekamer-9,Regular,notMP,notMinister,Van Haga,Fractie Van Haga,WybrenvanHaga,"van Haga, Wybren",Opposition,Right,9
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Chairperson,MP,notMinister,D66,Democraten 66,VeraBergkamp,"Bergkamp, Vera",Coalition,Centre,71
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Guest,notMP,Minister,VVD,Volkspartij voor Vrijheid en Democratie,MarkRutte,"Rutte, Mark",Coalition,Centre-right,115
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,MP,notMinister,PvdA,Partij van de Arbeid,LiliannePloumen,"Ploumen, Lilianne",Opposition,Centre-left,7
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,MP,notMinister,PvdD,Partij voor de Dieren,EstherOuwehand,"Ouwehand, Esther",Opposition,Left,19
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,50PLUS;Den Haan,50PLUS;Fractie Den Haan,LianedenHaan,"den Haan, Liane",Opposition,Centre,7
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,BBB,Boeren Burger Beweging,CarolinevanderPlas,"van der Plas, Caroline",Opposition,Centre-right,7
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,BIJ1,BIJ1,SylvanaSimons,"Simons, Sylvana",Opposition,Left to far-left,4
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,CDA,Christen-Democratisch Appèl,PieterHeerma,"Heerma, Pieter",Coalition,Centre to centre-right,1
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,CU,ChristenUnie,Gert-JanSegers,"Segers, Gert-Jan",Coalition,Centre-right,2
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,D66,Democraten 66,JanPaternotte,"Paternotte, Jan",Coalition,Centre,4
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,DENK,DENK,FaridAzarkan,"Azarkan, Farid",Opposition,Centre-left,6
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,GL,GroenLinks,JesseKlaver,"Klaver, Jesse",Opposition,Centre-left to left,8
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,JA21,Juiste Antwoord 2021,JoostEerdmans,"Eerdmans, Joost",Opposition,Right to far-right,11
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,Omtzigt,Fractie Omtzigt,PieterOmtzigt,"Omtzigt, Pieter",Opposition,Right,2
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,PVV,Partij voor de Vrijheid,GeertWilders,"Wilders, Geert",Opposition,Right to far-right,8
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,SGP,Staatkundig Gereformeerde Partij,KeesvanderStaaij,"van der Staaij, Kees",Opposition,Right,3
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,SP,Socialistische Partij,LilianMarijnissen,"Marijnissen, Lilian",Opposition,Left,8
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,VOLT,VOLT,LaurensDassen,"Dassen, Laurens",Opposition,Centre,5
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,VVD,Volkspartij voor Vrijheid en Democratie,SophieHermans,"Hermans, Sophie",Coalition,Centre-right,1
2022-01-19,3,tweedekamer,2022-01-19-tweedekamer-3,Regular,notMP,notMinister,Van Haga,Fractie Van Haga,WybrenvanHaga,"van Haga, Wybren",Opposition,Right,9
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Chairperson,MP,notMinister,D66,Democraten 66,VeraBergkamp,"Bergkamp, Vera",Coalition,Centre,112
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Guest,notMP,Minister,VVD,Volkspartij voor Vrijheid en Democratie,MarkRutte,"Rutte, Mark",Coalition,Centre-right,133
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,MP,notMinister,PvdA,Partij van de Arbeid,LiliannePloumen,"Ploumen, Lilianne",Opposition,Centre-left,11
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,MP,notMinister,PvdD,Partij voor de Dieren,EstherOuwehand,"Ouwehand, Esther",Opposition,Left,26
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,50PLUS;Den Haan,50PLUS;Fractie Den Haan,LianedenHaan,"den Haan, Liane",Opposition,Centre,11
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,BBB,Boeren Burger Beweging,CarolinevanderPlas,"van der Plas, Caroline",Opposition,Centre-right,7
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,BIJ1,BIJ1,SylvanaSimons,"Simons, Sylvana",Opposition,Left to far-left,6
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,CDA,Christen-Democratisch Appèl,PieterHeerma,"Heerma, Pieter",Coalition,Centre to centre-right,17
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,CU,ChristenUnie,Gert-JanSegers,"Segers, Gert-Jan",Coalition,Centre-right,5
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,D66,Democraten 66,JanPaternotte,"Paternotte, Jan",Coalition,Centre,10
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,DENK,DENK,FaridAzarkan,"Azarkan, Farid",Opposition,Centre-left,13
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,GL,GroenLinks,JesseKlaver,"Klaver, Jesse",Opposition,Centre-left to left,21
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,JA21,Juiste Antwoord 2021,JoostEerdmans,"Eerdmans, Joost",Opposition,Right to far-right,12
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,Omtzigt,Fractie Omtzigt,PieterOmtzigt,"Omtzigt, Pieter",Opposition,Right,26
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,PVV,Partij voor de Vrijheid,GeertWilders,"Wilders, Geert",Opposition,Right to far-right,9
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,SGP,Staatkundig Gereformeerde Partij,KeesvanderStaaij,"van der Staaij, Kees",Opposition,Right,7
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,SP,Socialistische Partij,LilianMarijnissen,"Marijnissen, Lilian",Opposition,Left,13
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,VOLT,VOLT,LaurensDassen,"Dassen, Laurens",Opposition,Centre,7
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,VVD,Volkspartij voor Vrijheid en Democratie,SophieHermans,"Hermans, Sophie",Coalition,Centre-right,6
2022-01-19,6,tweedekamer,2022-01-19-tweedekamer-6,Regular,notMP,notMinister,Van Haga,Fractie Van Haga,WybrenvanHaga,"van Haga, Wybren",Opposition,Right,4
2022-01-20,5,tweedekamer,2022-01-20-tweedekamer-5,Chairperson,MP,notMinister,D66,Democraten 66,VeraBergkamp,"Bergkamp, Vera",Coalition,Centre,44
2022-01-20,5,tweedekamer,2022-01-20-tweedekamer-5,Guest,notMP,Minister,D66,Democraten 66,RobJetten,"Jetten, Rob",Coalition,Centre,11
2022-01-20,5,tweedekamer,2022-01-20-tweedekamer-5,Regular,notMP,notMinister,BBB,Boeren Burger Beweging,CarolinevanderPlas,"van der Plas, Caroline",Opposition,Centre-right,4
2022-01-20,5,tweedekamer,2022-01-20-tweedekamer-5,Regular,notMP,notMinister,CDA,Christen-Democratisch Appèl,HenriBontenbal,"Bontenbal, Henri",Coalition,Centre to centre-right,9
2022-01-20,5,tweedekamer,2022-01-20-tweedekamer-5,Regular,notMP,notMinister,D66,Democraten 66,RaoulBoucke,"Boucke, Raoul",Coalition,Centre,4
2022-01-20,5,tweedekamer,2022-01-20-tweedekamer-5,Regular,notMP,notMinister,GL,GroenLinks,SuzanneKröger,"Kröger, Suzanne",Opposition,Centre-left to left,11
2022-01-20,5,tweedekamer,2022-01-20-tweedekamer-5,Regular,notMP,notMinister,PvdA,Partij van de Arbeid,JorisThijssen,"Thijssen, Joris",Opposition,Centre-left,16
2022-01-20,5,tweedekamer,2022-01-20-tweedekamer-5,Regular,notMP,notMinister,SP,Socialistische Partij,ArdaGerkens,"Gerkens, Arda",Opposition,Left,13
2022-01-20,5,tweedekamer,2022-01-20-tweedekamer-5,Regular,notMP,notMinister,SP,Socialistische Partij,RenskeLeijten,"Leijten, Renske",Opposition,Left,10
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Chairperson,MP,notMinister,D66,Democraten 66,VeraBergkamp,"Bergkamp, Vera",Coalition,Centre,241
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Guest,notMP,Minister,D66,Democraten 66,ErnstKuipers,"Kuipers, Ernst",Coalition,Centre,104
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Guest,notMP,Minister,VVD,Volkspartij voor Vrijheid en Democratie,DilanYeşilgöz-Zegerius,"Yeşilgöz-Zegerius, Dilan",Coalition,Centre-right,6
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Guest,notMP,Minister,VVD,Volkspartij voor Vrijheid en Democratie,MarkRutte,"Rutte, Mark",Coalition,Centre-right,63
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Guest,notMP,Minister,VVD,Volkspartij voor Vrijheid en Democratie,MickyAdriaansens,"Adriaansens, Micky",Coalition,Centre-right,9
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,MP,notMinister,VOLT,VOLT,NilüferGündoğan,"Gündoğan, Nilüfer",Opposition,Centre,13
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,MP,notMinister,vanPareren,Fractie van Pareren,NickiPouw-Verweij,"Pouw-Verweij, Nicki",-,Right to far-right,15
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,50PLUS;Den Haan,50PLUS;Fractie Den Haan,LianedenHaan,"den Haan, Liane",Opposition,Centre,5
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,BBB,Boeren Burger Beweging,CarolinevanderPlas,"van der Plas, Caroline",Opposition,Centre-right,23
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,BIJ1,BIJ1,SylvanaSimons,"Simons, Sylvana",Opposition,Left to far-left,11
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,CDA,Christen-Democratisch Appèl,JobavandenBerg,"van den Berg, Joba",Coalition,Centre to centre-right,14
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,CU,ChristenUnie,MirjamBikker,"Bikker, Mirjam",Coalition,Centre-right,13
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,D66,Democraten 66,WiekePaulusma,"Paulusma, Wieke",Coalition,Centre,27
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,DENK,DENK,TunahanKuzu,"Kuzu, Tunahan",Opposition,Centre-left,18
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,FvD,Forum voor Democratie,GideonvanMeijeren,"van Meijeren, Gideon",Opposition,Far-right,40
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,GL,GroenLinks,LisaWesterveld,"Westerveld, Lisa",Opposition,Centre-left to left,18
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,PVV,Partij voor de Vrijheid,FleurAgema,"Agema, Fleur",Opposition,Right to far-right,37
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,PvdA,Partij van de Arbeid,AttjeKuiken,"Kuiken, Attje",Opposition,Centre-left,17
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,PvdD,Partij voor de Dieren,FrankWassenberg,"Wassenberg, Frank",Opposition,Left,16
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,SGP,Staatkundig Gereformeerde Partij,ChrisStoffer,"Stoffer, Chris",Opposition,Right,14
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,SP,Socialistische Partij,MaartenHijink,"Hijink, Maarten",Opposition,Left,14
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,VVD,Volkspartij voor Vrijheid en Democratie,JudithTielen,"Tielen, Judith",Coalition,Centre-right,35
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,Van Haga,Fractie Van Haga,OlafEphraim,"Ephraim, Olaf",Opposition,Right,1
2022-01-20,9,tweedekamer,2022-01-20-tweedekamer-9,Regular,notMP,notMinister,Van Haga,Fractie Van Haga,WybrenvanHaga,"van Haga, Wybren",Opposition,Right,25
2022-01-25,16,tweedekamer,2022-01-25-tweedekamer-16,Chairperson,MP,notMinister,D66,Democraten 66,VeraBergkamp,"Bergkamp, Vera",Coalition,Centre,19
2022-01-25,16,tweedekamer,2022-01-25-tweedekamer-16,Guest,notMP,Minister,CDA,Christen-Democratisch Appèl,HankeBruinsSlot,"Bruins Slot, Hanke",Coalition,Centre to centre-right,6
2022-01-25,16,tweedekamer,2022-01-25-tweedekamer-16,Regular,notMP,notMinister,CDA,Christen-Democratisch Appèl,IngevanDijk,"van Dijk, Inge",Coalition,Centre to centre-right,1
2022-01-25,16,tweedekamer,2022-01-25-tweedekamer-16,Regular,notMP,notMinister,D66,Democraten 66,JoostSneller,"Sneller, Joost",Coalition,Centre,6
2022-01-25,16,tweedekamer,2022-01-25-tweedekamer-16,Regular,notMP,notMinister,GL,GroenLinks,LauraBromet,"Bromet, Laura",Opposition,Centre-left to left,1
2022-01-25,16,tweedekamer,2022-01-25-tweedekamer-16,Regular,notMP,notMinister,PVV,Partij voor de Vrijheid,MartinBosma,"Bosma, Martin",Opposition,Right to far-right,1
2022-01-25,16,tweedekamer,2022-01-25-tweedekamer-16,Regular,notMP,notMinister,SGP,Staatkundig Gereformeerde Partij,RoelofBisschop,"Bisschop, Roelof",Opposition,Right,1
2022-01-25,16,tweedekamer,2022-01-25-tweedekamer-16,Regular,notMP,notMinister,SP,Socialistische Partij,RenskeLeijten,"Leijten, Renske",Opposition,Left,6
2022-01-25,16,tweedekamer,2022-01-25-tweedekamer-16,Regular,notMP,notMinister,VVD,Volkspartij voor Vrijheid en Democratie,MarkStrolenberg,"Strolenberg, Mark",Coalition,Centre-right,2
2022-01-26,3,tweedekamer,2022-01-26-tweedekamer-3,Chairperson,MP,notMinister,D66,Democraten 66,VeraBergkamp,"Bergkamp, Vera",Coalition,Centre,76
2022-01-26,3,tweedekamer,2022-01-26-tweedekamer-3,Guest,notMP,notMinister,CU,ChristenUnie,JoelWeerwind,"Voordewind, Joël",Coalition,Centre-right,39
2022-01-26,3,tweedekamer,2022-01-26-tweedekamer-3,Regular,notMP,notMinister,BBB,Boeren Burger Beweging,CarolinevanderPlas,"van der Plas, Caroline",Opposition,Centre-right,10
2022-01-26,3,tweedekamer,2022-01-26-tweedekamer-3,Regular,notMP,notMinister,CDA,Christen-Democratisch Appèl,HildePalland,"Palland, Hilde",Coalition,Centre to centre-right,5
2022-01-26,3,tweedekamer,2022-01-26-tweedekamer-3,Regular,notMP,notMinister,D66,Democraten 66,JoostSneller,"Sneller, Joost",Coalition,Centre,17
2022-01-26,3,tweedekamer,2022-01-26-tweedekamer-3,Regular,notMP,notMinister,PVV,Partij voor de Vrijheid,LilianHelder,"Helder, Lilian",Opposition,Right to far-right,7
2022-01-26,3,tweedekamer,2022-01-26-tweedekamer-3,Regular,notMP,notMinister,VVD,Volkspartij voor Vrijheid en Democratie,UlysseEllian,"Ellian, Ulysse",Coalition,Centre-right,12
2022-01-26,6,tweedekamer,2022-01-26-tweedekamer-6,Chairperson,MP,notMinister,D66,Democraten 66,VeraBergkamp,"Bergkamp, Vera",Coalition,Centre,193
2022-01-26,6,tweedekamer,2022-01-26-tweedekamer-6,Guest,notMP,Minister,D66,Democraten 66,ErnstKuipers,"Kuipers, Ernst",Coalition,Centre,65
2022-01-26,6,tweedekamer,2022-01-26-tweedekamer-6,Guest,notMP,Minister,VVD,Volkspartij voor Vrijheid en Democratie,MarkRutte,"Rutte, Mark",Coalition,Centre-right,77
2022-01-26,6,tweedekamer,2022-01-26-tweedekamer-6,Regular,MP,notMinister,VOLT,VOLT,NilüferGündoğan,"Gündoğan, Nilüfer",Opposition,Centre,17
2022-01-26,6,tweedekamer,2022-01-26-tweedekamer-6,Regular,notMP,notMinister,50PLUS;Den Haan,50PLUS;Fractie Den Haan,LianedenHaan,"den Haan, Liane",Opposition,Centre,4
2022-01-26,6,tweedekamer,2022-01-26-tweedekamer-6,Regular,notMP,notMinister,BBB,Boeren Burger Beweging,CarolinevanderPlas,"van der Plas, Caroline",Opposition,Centre-right,32
2022-01-26,6,tweedekamer,2022-01-26-tweedekamer-6,Regular,notMP,notMinister,BIJ1,BIJ1,SylvanaSimons,"Simons, Sylvana",Opposition,Left to far-left,9
2022-01-26,6,tweedekamer,2022-01-26-tweedekamer-6,Regular,notMP,notMinister,CDA,Christen-Democratisch Appèl,JobavandenBerg,"van den Berg, Joba",Coalition,Centre to centre-right,25
2022-01-26,6,tweedekamer,2022-01-26-tweedekamer-6,Regular,notMP,notMinister,CU,ChristenUnie,Gert-JanSegers,"Segers, Gert-Jan",Coalition,Centre-right,13
